shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP105236,2024-05-05,WH-BPL,Bhopal,ST-021,Ratlam,322.1,231.2,Mini Truck,8421.92,8997.84,13.7,16.4,0
SHP106271,2024-06-22,WH-BPL,Bhopal,ST-015,Jabalpur,427.5,637.7,Medium Truck,30237.18,30718.89,15.9,24.3,0
SHP100514,2024-05-06,WH-JBP,Jabalpur,ST-014,Bhopal,219.5,296.6,Medium Truck,12584.79,13168.86,9.5,11.7,0
SHP106396,18/12/2024,WH-GWL,Gwalior,ST-014,Bhopal,256.8,610.6,Medium Truck,16817.08,17759.26,10.8,10.4,1
SHP100125,25-10-2024,WH-BPL,Bhopal,ST-001,Gwalior,434.7,667.5,LCV,17986.35,18019.35,18.6,17.5,1
SHP102052,30/06/2024,WH-IND,INDORE,ST-031,Jabalpur,240.0,302.6,Mini Truck,5996.49,6329.71,12.4,10.2,1
SHP105839,24/05/2024,WH-GWL,Gwalior,ST-010,Khandwa,98.8,197.5,Medium Truck,5798.14,6385.67,5.6,6.5,0
SHP102406,14/05/2024,WH-GWL,Gwalior,ST-025,Mandsaur,731.0,445.5,LCV,28074.35,29083.83,27.2,26.8,1
SHP106062,2024-09-29,WH-GWL,Gwalior,ST-007,Indore,408.5,,Medium Truck,26439.99,28215.38,18.7,22.6,0
SHP108253,04/04/2024,WH-JBP,Jabalpur,ST-033,Indore,692.7,286.8,Mini Truck,15413.43,16910.5,26.9,25.0,1
SHP104550,15-07-2024,WH-IND,Indore,ST-002,Ratlam,226.5,784.4,Medium Truck,13362.13,13548.54,10.5,11.8,0
SHP102581,17-12-2024,WH-BPL,Bhopal,ST-033,Indore,413.8,201.6,Medium Truck,21903.64,,18.1,17.1,1
SHP107552,07/06/2024,WH-IND,Indore,ST-003,Jabalpur,283.1,410.2,Mini Truck,8170.45,8287.75,12.2,13.3,0
SHP104223,09/08/2024,WH-JBP,Jabalpur,ST-001,Gwalior,615.9,145.6,LCV,26221.53,26972.83,21.9,24.9,0
SHP100420,15/05/2024,WH-BPL,Bhopal,ST-038,Dewas,325.4,148.3,LCV,12075.98,12144.72,12.5,18.5,0
SHP102220,2024-10-13,WH-BPL,Bhopal,ST-013,Khandwa,192.0,147.3,LCV,7248.03,7332.34,11.5,9.7,1
SHP104154,26-08-2024,WH-IND,Indore,ST-039,Indore,256.4,318.3,LCV,9338.51,10330.81,12.9,15.2,0
SHP107680,04/06/2024,WH-IND,Indore,ST-034,Satna,359.8,356.4,LCV,14054.87,15321.21,14.4,19.2,0
SHP100414,12-04-2024,WH-BPL,Bhopal,ST-031,Jabalpur,84.0,66.5,LCV,3511.59,3640.44,4.7,4.5,1
SHP104164,20/01/2025,WH-GWL,Gwalior,ST-025,Mandsaur,840.1,509.4,LCV,36451.61,36452.81,30.2,47.4,0
SHP100000,2024-05-06,WH-JBP,Jabalpur,ST-016,Chhindwara,256.9,473.6,Medium Truck,17036.69,18388.11,10.4,12.4,0
SHP107675,25/08/2024,WH-BPL,Bhopal,ST-001,Gwalior,445.8,213.4,Mini Truck,10030.68,10184.04,16.7,23.6,0
SHP104109,20/06/2024,WH-GWL,Gwalior,ST-026,Satna,239.6,84.3,LCV,9690.29,9728.53,10.2,10.4,1
SHP106551,15-12-2024,WH-BPL,Bhopal,ST-015,Jabalpur,411.6,148.4,Mini Truck,11662.86,11742.7,15.1,21.4,0
SHP100331,04/09/2024,WH-GWL,Gwalior,ST-028,Ujjain,572.1,340.5,Mini Truck,13138.0,14365.04,22.3,18.3,1
SHP105980,18-06-2024,WH-IND,INDORE,ST-015,Jabalpur,618.3,333.0,Mini Truck,17116.45,17683.84,22.2,22.5,1
SHP102766,2024-06-05,WH-BPL,Bhopal,ST-034,Satna,309.7,495.5,Mini Truck,7913.26,8002.77,14.4,21.9,0
SHP104282,2024-09-25,WH-JBP,Jabalpur,ST-038,Dewas,266.2,773.9,Medium Truck,17154.79,19018.61,11.6,15.7,0
SHP100874,2024-08-04,WH-JBP,Jabalpur,ST-040,Gwalior,408.1,737.1,LCV,15548.0,15811.66,15.7,22.9,0
SHP107658,03-12-2024,WH-JBP,Jabalpur,ST-023,Vidisha,684.3,777.2,Medium Truck,43133.85,43797.94,23.6,34.7,0
SHP104583,07-07-2024,WH-BPL,BHOPAL,ST-018,Satna,241.3,584.8,LCV,7909.53,8733.38,12.3,10.8,1
SHP103199,2024-11-07,WH-BPL,Bhopal,ST-035,Rewa,64.3,538.4,Mini Truck,1553.74,1659.63,5.4,7.8,0
SHP104445,09-12-2024,WH-GWL,Gwalior,ST-002,Ratlam,869.6,242.2,Medium Truck,47339.15,51848.68,29.5,47.0,0
SHP101898,22-07-2024,WH-JBP,Jabalpur,ST-024,Vidisha,403.5,402.0,Medium Truck,25948.98,26325.38,16.5,20.8,0
SHP106145,19/04/2024,WH-GWL,Gwalior,ST-005,Indore,356.4,1259.9,LCV,12148.94,12697.74,13.6,13.8,1
SHP103779,2024-05-30,WH-BPL,Bhopal,ST-004,Jabalpur,199.4,1018.9,Medium Truck,12473.83,12475.26,9.3,7.8,1
SHP105452,21-09-2024,WH-IND,Indore,ST-015,Jabalpur,651.0,615.3,Mini Truck,17845.98,18322.21,25.3,28.3,0
SHP100927,2024-05-01,WH-BPL,Bhopal,ST-013,Khandwa,177.6,816.7,Medium Truck,10332.87,11123.39,11.3,10.5,1
SHP105441,2024-05-14,WH-BPL,Bhopal,ST-002,Ratlam,416.2,350.6,Medium Truck,24514.75,26856.9,16.3,15.2,1
SHP100466,28-11-2024,WH-GWL,Gwalior,ST-039,Indore,308.8,605.7,Mini Truck,8070.62,8279.05,11.9,18.4,0
SHP102416,2024-06-26,WH-GWL,Gwalior,ST-009,Vidisha,714.2,644.7,LCV,30182.78,32510.68,25.5,30.0,0
SHP104208,03-01-2025,WH-IND,Indore,ST-016,chhindwara,315.4,174.8,Mini Truck,7251.02,7257.74,13.7,14.3,1
SHP107881,2025-01-20,WH-JBP,Jabalpur,ST-011,Bhopal,421.3,154.6,Mini Truck,10442.54,11100.43,15.2,14.6,1
SHP100831,29-11-2024,WH-GWL,Gwalior,ST-011,Bhopal,217.3,442.7,Medium Truck,14381.27,14478.5,10.1,12.3,0
SHP107933,22/08/2024,WH-BPL,Bhopal,ST-006,Burhanpur,192.5,71.5,Mini Truck,5575.86,5697.67,8.8,11.0,0
SHP103736,2024-12-13,WH-IND,Indore,ST-033,indore,279.8,424.4,Medium Truck,16583.62,17724.33,12.8,10.3,1
SHP103267,19/01/2025,WH-BPL,Bhopal,ST-024,Vidisha,191.9,300.0,Medium Truck,10437.38,11370.47,8.6,7.7,1
SHP103145,28-10-2024,WH-JBP,Jabalpur,ST-007,indore,711.6,782.4,LCV,30162.26,32059.69,27.7,30.0,0
SHP102096,05-04-2024,WH-JBP,Jabalpur,ST-006,Burhanpur,315.6,300.4,Medium Truck,17033.06,18689.2,12.5,13.0,1
SHP104067,14-06-2024,WH-GWL,Gwalior,ST-004,Jabalpur,603.0,181.7,LCV,21306.87,21585.63,21.4,19.0,1
SHP103664,11/05/2024,WH-GWL,Gwalior,ST-035,Rewa,433.6,335.6,LCV,15605.19,16232.67,19.2,25.8,0
SHP103528,2024-05-18,WH-GWL,Gwalior,ST-027,Chhindwara,535.1,276.3,Medium Truck,35051.19,35608.77,20.1,17.9,1
SHP104281,2024-05-16,WH-IND,Indore,ST-038,Dewas,450.5,1289.0,LCV,16697.16,17019.43,19.9,23.1,0
SHP104447,15/09/2024,WH-GWL,Gwalior,ST-039,Indore,310.3,355.8,Mini Truck,7073.45,7806.74,14.9,23.7,0
SHP100141,14/06/2024,WH-GWL,Gwalior,ST-021,Ratlam,295.1,43.5,LCV,10594.46,11397.78,11.4,17.0,0
SHP103271,2024-08-17,WH-JBP,JABALPUR,ST-034,Satna,542.7,315.1,Mini Truck,11695.03,12688.56,20.0,28.7,0
SHP103943,01-10-2024,WH-BPL,Bhopal,ST-017,Khandwa,281.2,341.7,Mini Truck,7915.32,8211.16,14.6,18.0,0
SHP104814,2024-04-20,WH-IND,Indore,ST-034,satna,317.3,303.1,Mini Truck,7289.49,7456.97,12.7,16.9,0
SHP100293,13-07-2024,WH-BPL,Bhopal,ST-032,Mandsaur,388.3,96.1,Mini Truck,9904.01,10909.32,17.6,17.0,1
SHP106507,2024-04-05,WH-BPL,Bhopal,ST-018,Satna,222.6,581.4,LCV,7802.85,8299.28,11.2,14.1,0
SHP100525,12/01/2025,WH-IND,Indore,ST-029,Bhopal,393.8,384.0,Medium Truck,24458.6,25989.08,14.6,19.6,0
SHP105413,23/09/2024,WH-BPL,Bhopal,ST-038,Dewas,309.6,414.0,Medium Truck,15762.44,17253.36,12.8,15.7,0
SHP106681,15-12-2024,WH-JBP,JABALPUR,ST-037,Gwalior,605.8,223.0,Medium Truck,40093.46,42525.77,21.3,22.4,0
SHP102393,21-06-2024,WH-GWL,Gwalior,ST-035,Rewa,467.6,609.7,LCV,16271.52,17560.51,18.5,15.9,1
SHP107791,2024-07-01,WH-IND,Indore,ST-016,Chhindwara,317.3,1154.5,Medium Truck,17498.58,18158.92,14.1,15.6,0
SHP100023,21/06/2024,WH-GWL,Gwalior,ST-040,Gwalior,201.5,386.8,Medium Truck,11688.35,12598.85,11.9,13.8,0
SHP101696,2024-04-27,WH-BPL,Bhopal,ST-002,Ratlam,447.3,166.3,LCV,18438.74,20276.65,17.1,23.5,0
SHP106930,2024-10-16,WH-GWL,Gwalior,ST-010,Khandwa,96.6,126.1,LCV,3692.91,3727.64,6.4,5.5,1
SHP101088,13-11-2024,WH-GWL,Gwalior,ST-010,Khandwa,92.2,437.5,Mini Truck,2219.97,2405.66,6.6,10.0,0
SHP103019,16/10/2024,WH-BPL,Bhopal,ST-025,Mandsaur,439.5,167.2,LCV,16557.69,17417.77,16.8,15.1,1
SHP102070,2024-05-23,WH-IND,Indore,ST-027,Chhindwara,577.4,189.1,LCV,21964.04,23618.49,23.5,37.0,0
SHP104609,04-06-2024,WH-GWL,Gwalior,ST-031,Jabalpur,445.2,1215.6,Medium Truck,26769.75,28607.97,19.3,24.8,0
SHP104692,22-05-2024,WH-IND,Indore,ST-011,Bhopal,362.1,169.1,LCV,12001.19,13017.62,16.9,20.9,0
SHP106723,18/01/2025,WH-BPL,Bhopal,ST-033,Indore,406.4,133.2,Medium Truck,25229.67,26329.39,15.1,21.5,0
SHP105487,2024-07-01,WH-GWL,Gwalior,ST-009,Vidisha,800.9,441.9,Mini Truck,20859.57,22146.27,30.4,45.1,0
SHP104929,11/09/2024,WH-IND,Indore,ST-028,Ujjain,191.7,146.8,Mini Truck,5175.87,5195.48,11.0,15.0,0
SHP100978,24-01-2025,WH-IND,Indore,ST-005,Indore,371.6,956.7,Medium Truck,24959.1,26474.2,15.4,24.5,0
SHP101641,16-09-2024,WH-GWL,Gwalior,ST-029,Bhopal,437.7,565.7,Mini Truck,10340.78,11276.99,19.2,18.8,1
SHP103441,2025-01-06,WH-JBP,Jabalpur,ST-006,burhanpur,326.6,106.4,Medium Truck,19127.83,19751.8,13.1,15.7,0
SHP103852,27/09/2024,WH-BPL,Bhopal,ST-011,Bhopal,224.2,692.2,LCV,8966.22,9494.41,12.5,12.7,1
SHP107088,11/04/2024,WH-IND,Indore,ST-032,Mandsaur,546.3,423.0,Mini Truck,12953.09,13354.4,22.0,21.0,1
SHP107845,02-12-2024,WH-IND,Indore,ST-001,Gwalior,285.1,251.0,Medium Truck,17066.1,17997.23,11.3,15.2,0
SHP103455,20-01-2025,WH-BPL,Bhopal,ST-038,Dewas,330.8,432.7,Mini Truck,8224.67,8677.76,14.6,17.6,0
SHP103237,14/01/2025,WH-JBP,Jabalpur,ST-024,Vidisha,398.2,546.3,LCV,13956.54,15185.41,18.2,24.2,0
SHP102452,02-06-2024,WH-JBP,Jabalpur,ST-001,Gwalior,655.3,474.6,Mini Truck,13956.7,15316.17,24.4,23.1,1
SHP101182,16-01-2025,WH-BPL,Bhopal,ST-038,Dewas,318.6,341.6,Medium Truck,19079.39,20601.38,13.2,15.9,0
SHP105549,22-08-2024,WH-GWL,Gwalior,ST-028,Ujjain,596.3,642.2,LCV,19871.02,21706.29,23.9,36.4,0
SHP102502,16/12/2024,WH-BPL,Bhopal,ST-025,Mandsaur,443.6,229.8,Medium Truck,28468.75,31335.89,16.6,16.2,1
SHP107149,2024-11-15,WH-BPL,Bhopal,ST-013,Khandwa,180.9,51.7,Mini Truck,4798.7,4891.45,9.3,10.5,0
SHP105641,2024-05-18,WH-IND,Indore,ST-020,Ratlam,187.7,337.5,LCV,6591.34,6685.21,8.9,11.8,0
SHP108278,18-06-2024,WH-JBP,Jabalpur,ST-005,Indore,201.6,389.8,Mini Truck,4488.47,4602.91,12.1,17.9,0
SHP106196,26/11/2024,WH-GWL,Gwalior,ST-016,Chhindwara,592.9,266.5,LCV,21474.84,22708.53,20.8,21.2,1
SHP102726,10/05/2024,WH-IND,Indore,ST-016,Chhindwara,294.2,416.8,LCV,10376.01,10750.55,11.4,11.8,1
SHP101926,01/09/2024,WH-GWL,Gwalior,ST-020,Ratlam,715.5,707.0,LCV,30176.98,33051.52,28.2,43.2,0
SHP105635,2024-06-01,WH-JBP,Jabalpur,ST-018,Satna,287.1,200.8,Medium Truck,17150.04,17680.14,14.6,19.8,0
SHP102016,06-07-2024,WH-GWL,Gwalior,ST-029,Bhopal,394.3,259.3,LCV,16085.93,16483.86,18.3,15.9,1
SHP106641,13-07-2024,WH-JBP,JABALPUR,ST-013,Khandwa,218.5,900.7,Medium Truck,13203.82,13947.25,12.7,11.1,1
SHP107629,2024-08-09,WH-JBP,JABALPUR,ST-011,Bhopal,402.1,155.6,Medium Truck,26154.38,27983.47,15.1,18.5,0
SHP106597,04/11/2024,WH-GWL,Gwalior,ST-040,Gwalior,200.1,103.6,LCV,8029.3,8291.01,10.3,11.7,0
SHP102738,2024-04-24,WH-IND,Indore,ST-029,Bhopal,398.3,95.9,Medium Truck,22921.69,23991.52,16.3,22.7,0
SHP103059,2024-04-23,WH-BPL,Bhopal,ST-031,Jabalpur,86.5,476.0,Medium Truck,5772.25,5844.15,6.3,5.9,1
SHP107480,13/08/2024,WH-BPL,Bhopal,ST-008,Burhanpur,311.2,796.7,Medium Truck,21488.42,21843.83,12.0,11.8,1
SHP104319,22/12/2024,WH-GWL,Gwalior,ST-027,chhindwara,600.3,554.4,Medium Truck,35400.77,36120.07,23.4,26.0,0
SHP100770,09-06-2024,WH-JBP,Jabalpur,ST-034,Satna,558.0,499.5,LCV,20635.53,22480.69,23.2,35.8,0
SHP107203,2024-12-22,WH-GWL,Gwalior,ST-029,Bhopal,400.9,1075.9,LCV,15168.98,16714.84,17.0,14.4,1
SHP105966,2024-08-26,WH-JBP,Jabalpur,ST-010,Khandwa,408.7,218.2,LCV,17301.88,17778.48,15.4,12.8,1
SHP105306,12/05/2024,WH-GWL,Gwalior,ST-021,Ratlam,283.0,122.4,LCV,11571.0,12477.4,14.8,16.4,0
SHP100937,2024-06-07,WH-JBP,Jabalpur,ST-021,Ratlam,210.7,766.5,LCV,8679.42,9471.85,8.8,12.1,0
SHP107253,17/04/2024,WH-JBP,Jabalpur,ST-012,Chhindwara,624.2,593.7,Mini Truck,13992.38,14732.65,23.7,34.8,0
SHP102107,14/04/2024,WH-GWL,Gwalior,ST-004,jabalpur,576.1,390.9,Mini Truck,15499.3,16213.62,21.3,31.0,0
SHP108055,17-10-2024,WH-GWL,Gwalior,ST-016,Chhindwara,546.4,513.0,Medium Truck,34533.03,35970.68,22.9,18.3,1
SHP100816,21/04/2024,WH-IND,Indore,ST-029,Bhopal,422.7,382.5,Medium Truck,22374.51,23730.5,18.5,27.1,0
SHP100823,25-12-2024,WH-GWL,Gwalior,ST-037,Gwalior,307.6,1467.9,LCV,12447.32,13680.12,15.0,21.4,0
SHP108091,13-09-2024,WH-JBP,Jabalpur,ST-037,Gwalior,649.8,280.5,Mini Truck,17858.67,19465.91,24.8,36.9,0
SHP100089,26/09/2024,WH-GWL,Gwalior,ST-033,Indore,460.4,567.3,LCV,16642.64,16651.76,20.0,29.1,0
SHP103428,01/10/2024,WH-BPL,Bhopal,ST-014,Bhopal,246.6,20.0,Mini Truck,6421.05,6704.76,10.3,8.8,1
SHP102111,14-06-2024,WH-BPL,BHOPAL,ST-036,Satna,484.8,478.8,Mini Truck,11510.89,12437.03,19.4,25.4,0
SHP107158,26/10/2024,WH-GWL,Gwalior,ST-024,Vidisha,625.7,156.7,Mini Truck,16705.71,17901.96,22.0,27.5,0
SHP105457,2024-11-08,WH-BPL,Bhopal,ST-039,Indore,113.9,622.3,Mini Truck,2861.58,2978.35,7.3,6.2,1
SHP105611,2024-05-28,WH-GWL,Gwalior,ST-007,Indore,423.2,,Mini Truck,8940.11,9834.03,17.8,16.6,1
SHP104088,04/11/2024,WH-JBP,Jabalpur,ST-023,Vidisha,762.6,796.1,Medium Truck,40754.9,44633.37,29.3,31.5,0
SHP103517,2024-10-12,WH-IND,INDORE,ST-024,Vidisha,212.8,756.2,Medium Truck,12644.65,12858.51,10.5,11.2,0
SHP106727,13-12-2024,WH-BPL,Bhopal,ST-039,Indore,124.9,318.5,Medium Truck,6606.59,7336.19,8.8,13.5,0
SHP100851,01/04/2024,WH-GWL,Gwalior,ST-030,Sagar,242.0,335.2,Medium Truck,14666.78,15188.7,13.0,18.8,0
SHP101419,13/06/2024,WH-JBP,Jabalpur,ST-020,Ratlam,500.9,215.4,Mini Truck,14660.33,14921.13,18.9,17.8,1
SHP105967,27-06-2024,WH-JBP,Jabalpur,ST-019,Jabalpur,684.0,210.0,LCV,27611.88,28111.52,24.1,31.6,0
SHP106881,30-11-2024,WH-BPL,Bhopal,ST-028,Ujjain,360.6,362.9,Mini Truck,9258.7,9405.62,14.5,21.2,0
SHP104149,20-01-2025,WH-IND,Indore,ST-004,Jabalpur,226.7,234.2,LCV,9494.7,9937.01,12.7,16.0,0
SHP106241,09/12/2024,WH-IND,Indore,ST-016,Chhindwara,303.2,531.1,Mini Truck,7209.42,7548.04,14.0,21.0,0
SHP100512,12-06-2024,WH-BPL,Bhopal,ST-020,Ratlam,278.6,803.4,Medium Truck,14849.59,15757.62,13.2,12.7,1
SHP102021,14/06/2024,WH-BPL,Bhopal,ST-014,Bhopal,265.8,129.7,LCV,11105.3,11550.25,13.8,18.5,0
SHP108004,2024-05-24,WH-GWL,Gwalior,ST-006,Burhanpur,592.8,776.9,LCV,23463.64,23913.28,21.0,25.4,0
SHP103513,06/05/2024,WH-BPL,Bhopal,ST-002,Ratlam,456.1,308.8,Medium Truck,29928.07,31438.89,17.2,21.1,0
SHP104133,2024-11-29,WH-GWL,Gwalior,ST-040,Gwalior,191.7,216.5,Medium Truck,13200.85,13204.62,10.6,12.7,0
SHP105359,2025-01-14,WH-GWL,Gwalior,ST-037,Gwalior,308.1,362.0,Mini Truck,8291.59,8583.73,12.3,19.5,0
SHP101035,2024-12-09,WH-GWL,Gwalior,ST-001,Gwalior,856.1,376.9,LCV,32699.5,35572.04,31.7,46.7,0
SHP100633,25-08-2024,WH-BPL,Bhopal,ST-001,Gwalior,446.5,302.8,Mini Truck,9940.65,65840.10954607134,17.5,18.9,0
SHP100286,20/04/2024,WH-BPL,Bhopal,ST-031,Jabalpur,91.9,945.1,Medium Truck,4833.26,5204.63,5.9,6.5,0
SHP107957,01/12/2024,WH-BPL,Bhopal,ST-021,Ratlam,316.2,166.2,LCV,12669.71,13019.16,13.0,12.5,1
SHP103955,30/04/2024,WH-BPL,Bhopal,ST-012,Chhindwara,355.2,796.5,LCV,15757.75,16054.65,17.0,16.1,1
SHP107038,18-11-2024,WH-JBP,Jabalpur,ST-022,Bhopal,777.4,20.0,Mini Truck,21101.13,23285.58,29.1,32.5,0
SHP103168,2024-07-27,WH-GWL,Gwalior,ST-026,Satna,261.1,593.8,Mini Truck,6671.75,7376.95,10.2,12.5,0
SHP101611,06/07/2024,WH-IND,Indore,ST-037,Gwalior,432.7,214.4,Medium Truck,26709.56,26736.44,18.8,16.8,1
SHP107817,15-07-2024,WH-JBP,Jabalpur,ST-025,Mandsaur,718.9,248.3,Mini Truck,15580.55,17208.26,25.3,31.0,0
SHP106763,2025-01-19,WH-BPL,Bhopal,ST-031,Jabalpur,88.5,233.0,LCV,2968.91,3256.47,5.4,8.0,0
SHP106689,2024-11-03,WH-IND,Indore,ST-010,Khandwa,504.3,539.6,Mini Truck,11145.38,11644.63,19.1,19.0,1
SHP102172,28/11/2024,WH-JBP,Jabalpur,ST-003,Jabalpur,765.5,275.5,Mini Truck,18981.04,20087.95,28.6,44.3,0
SHP106908,2024-10-24,WH-BPL,BHOPAL,ST-014,Bhopal,276.1,274.6,Medium Truck,17553.33,18430.27,12.6,16.4,0
SHP107573,11/07/2024,WH-IND,Indore,ST-037,Gwalior,415.6,255.0,Medium Truck,26206.65,28877.67,17.2,18.2,0
SHP107491,04-01-2025,WH-BPL,Bhopal,ST-005,Indore,165.6,116.1,LCV,5981.49,6008.94,10.5,9.0,1
SHP102022,03-08-2024,WH-IND,Indore,ST-035,Rewa,156.4,567.6,LCV,6481.95,6844.53,10.8,12.7,0
SHP105958,2024-04-08,WH-BPL,Bhopal,ST-010,Khandwa,341.5,129.6,Medium Truck,21354.63,21941.06,14.9,18.8,0
SHP107247,2024-11-02,WH-JBP,JABALPUR,ST-021,Ratlam,214.0,289.1,LCV,7697.44,8472.56,9.5,12.2,0
SHP101206,2024-05-18,WH-GWL,Gwalior,ST-025,Mandsaur,745.6,173.4,Medium Truck,41866.03,42167.29,26.5,29.1,0
SHP102912,28/09/2024,WH-GWL,Gwalior,ST-010,Khandwa,95.0,73.7,Mini Truck,2558.86,2805.23,8.2,9.0,0
SHP103688,22-05-2024,WH-GWL,Gwalior,ST-040,Gwalior,201.6,1010.1,LCV,8337.55,8452.9,9.7,10.9,0
SHP100547,2024-10-17,WH-GWL,Gwalior,ST-026,Satna,231.9,427.5,Mini Truck,5318.48,5502.94,10.9,15.2,0
SHP107139,2024-11-26,WH-IND,Indore,ST-028,Ujjain,186.3,398.8,Mini Truck,4457.57,4611.69,7.9,8.9,0
SHP105405,2024-06-07,WH-JBP,JABALPUR,ST-040,Gwalior,430.9,376.2,LCV,18683.73,18834.04,15.7,17.0,0
SHP105461,28-06-2024,WH-BPL,Bhopal,ST-006,Burhanpur,206.0,670.6,Mini Truck,5813.93,6110.64,10.4,15.8,0
SHP104455,07-09-2024,WH-BPL,Bhopal,ST-039,Indore,117.9,344.5,Medium Truck,7276.95,8036.8,8.4,7.9,1
SHP102051,2024-05-13,WH-JBP,Jabalpur,ST-029,bhopal,731.2,834.8,Medium Truck,48344.66,49187.35,27.4,28.4,1
SHP108191,28/04/2024,WH-JBP,Jabalpur,ST-035,Rewa,409.6,763.7,LCV,18088.75,18228.97,16.1,23.4,0
SHP100380,29-06-2024,WH-JBP,Jabalpur,ST-009,Vidisha,546.2,301.7,LCV,22597.43,24399.97,19.1,17.0,1
SHP102384,2024-05-14,WH-IND,Indore,ST-039,Indore,236.5,347.0,Mini Truck,5315.25,5686.48,11.6,15.1,0
SHP100189,20/11/2024,WH-GWL,Gwalior,ST-005,Indore,352.1,172.3,LCV,14818.5,15399.5,14.2,12.3,1
SHP106646,10/05/2024,WH-GWL,Gwalior,ST-038,Dewas,657.3,428.7,LCV,23682.19,24462.72,25.9,39.4,0
SHP107558,2024-06-20,WH-IND,INDORE,ST-007,Indore,331.9,692.4,Medium Truck,23658.65,24053.94,15.5,18.0,0
SHP106622,02/12/2024,WH-JBP,Jabalpur,ST-032,Mandsaur,82.7,391.1,LCV,2987.53,3275.88,6.0,8.5,0
SHP101458,06/04/2024,WH-BPL,Bhopal,ST-006,Burhanpur,203.5,528.6,Mini Truck,5006.34,5292.76,11.5,17.4,0
SHP105621,2024-07-06,WH-BPL,Bhopal,ST-032,Mandsaur,371.6,193.5,LCV,15058.28,15496.26,16.9,21.1,0
SHP103438,05/06/2024,WH-BPL,Bhopal,ST-037,Gwalior,379.7,640.7,Mini Truck,11033.84,11189.76,16.8,13.6,1
SHP101514,18-11-2024,WH-BPL,Bhopal,ST-015,Jabalpur,430.2,1082.1,LCV,14328.52,15164.29,17.6,17.8,1
SHP101519,17/01/2025,WH-GWL,Gwalior,ST-037,Gwalior,294.1,230.2,Mini Truck,7507.17,7518.25,12.8,20.1,0
SHP101202,24/05/2024,WH-BPL,Bhopal,ST-039,Indore,111.3,760.0,Medium Truck,6930.54,7064.61,8.3,12.2,0
SHP106761,06/11/2024,WH-BPL,Bhopal,ST-014,Bhopal,257.3,406.4,LCV,10043.77,10177.52,12.0,11.4,1
SHP106746,02-12-2024,WH-BPL,Bhopal,ST-035,Rewa,64.5,1319.8,Medium Truck,4252.22,4382.07,4.1,6.3,0
SHP104191,20-04-2024,WH-JBP,Jabalpur,ST-011,Bhopal,365.1,171.5,LCV,14849.22,15917.03,15.0,13.3,1
SHP100208,25/07/2024,WH-GWL,Gwalior,ST-023,Vidisha,665.7,298.2,Mini Truck,17845.77,19150.46,26.0,32.8,0
SHP101619,21-12-2024,WH-BPL,Bhopal,ST-010,Khandwa,322.1,360.7,Mini Truck,7700.68,7948.51,15.2,17.7,0
SHP101796,29-06-2024,WH-BPL,Bhopal,ST-021,Ratlam,316.4,623.5,Medium Truck,17735.45,18904.49,14.9,19.0,0
SHP101927,09/11/2024,WH-BPL,Bhopal,ST-005,Indore,170.1,805.3,Medium Truck,10593.92,11526.07,8.3,12.8,0
SHP102962,14-06-2024,WH-GWL,Gwalior,ST-023,Vidisha,692.9,261.3,LCV,25235.93,27441.46,27.2,35.8,0
SHP106805,2024-12-17,WH-JBP,Jabalpur,ST-015,jabalpur,327.0,373.9,Mini Truck,7592.95,7913.32,12.8,13.0,1
SHP103896,12/04/2024,WH-JBP,Jabalpur,ST-006,Burhanpur,333.1,154.9,LCV,13280.9,14058.83,12.6,14.8,0
SHP107256,20-08-2024,WH-GWL,Gwalior,ST-030,Sagar,221.2,180.3,LCV,7675.43,8356.03,10.6,16.8,0
SHP102247,14-11-2024,WH-BPL,Bhopal,ST-017,Khandwa,276.0,409.5,Medium Truck,16100.83,16602.61,11.6,12.4,0
SHP105063,20/06/2024,WH-IND,INDORE,ST-040,Gwalior,637.4,295.6,Mini Truck,16377.42,17963.94,22.1,26.9,0
SHP104293,11-12-2024,WH-GWL,Gwalior,ST-038,Dewas,720.4,652.6,Mini Truck,18448.36,20182.59,27.2,23.9,1
SHP106753,27-07-2024,WH-BPL,Bhopal,ST-020,Ratlam,290.4,217.8,Mini Truck,6827.93,6852.55,12.1,10.6,1
SHP107689,01/08/2024,WH-BPL,Bhopal,ST-035,Rewa,63.4,445.1,Mini Truck,1346.3,1455.19,4.3,4.7,0
SHP106361,2024-11-04,WH-IND,Indore,ST-036,Satna,672.6,453.3,Medium Truck,43876.26,46454.53,23.6,27.7,0
SHP102695,20/09/2024,WH-GWL,GWALIOR,ST-034,Satna,311.0,373.4,LCV,12455.71,12461.09,12.5,13.9,0
SHP106738,16/05/2024,WH-JBP,Jabalpur,ST-001,Gwalior,657.6,648.7,Medium Truck,41509.86,45795.95,23.6,30.6,0
SHP103770,2024-09-13,WH-JBP,Jabalpur,ST-015,Jabalpur,328.8,165.2,Mini Truck,7854.15,8301.83,13.5,16.3,0
SHP103482,01-05-2024,WH-IND,Indore,ST-032,Mandsaur,601.5,616.8,LCV,21860.02,22718.04,21.7,22.1,1
SHP104725,20-11-2024,WH-BPL,Bhopal,ST-040,Gwalior,470.9,,Medium Truck,26059.54,28159.77,18.4,17.6,1
