shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,cost_per_km,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP107845,2024-12-02,WH-IND,Indore,ST-001,Gwalior,285.1,251.0,Medium Truck,17066.1,17997.23,63.13,11.3,15.2,0
SHP103455,2025-01-20,WH-BPL,Bhopal,ST-038,Dewas,330.8,432.7,Mini Truck,8224.67,8677.76,26.23,14.6,17.6,0
SHP103237,2025-01-14,WH-JBP,Jabalpur,ST-024,Vidisha,398.2,546.3,LCV,13956.54,15185.41,38.14,18.2,24.2,0
SHP102452,2024-06-02,WH-JBP,Jabalpur,ST-001,Gwalior,655.3,474.6,Mini Truck,13956.7,15316.17,23.37,24.4,23.1,1
SHP101182,2025-01-16,WH-BPL,Bhopal,ST-038,Dewas,318.6,341.6,Medium Truck,19079.39,20601.38,64.66,13.2,15.9,0
SHP105549,2024-08-22,WH-GWL,Gwalior,ST-028,Ujjain,596.3,642.2,LCV,19871.02,21706.29,36.4,23.9,36.4,0
SHP102502,2024-12-16,WH-BPL,Bhopal,ST-025,Mandsaur,443.6,229.8,Medium Truck,28468.75,31335.89,70.64,16.6,16.2,1
SHP107149,2024-11-15,WH-BPL,Bhopal,ST-013,Khandwa,180.9,51.7,Mini Truck,4798.7,4891.45,27.04,9.3,10.5,0
SHP105641,2024-05-18,WH-IND,Indore,ST-020,Ratlam,187.7,337.5,LCV,6591.34,6685.21,35.62,8.9,11.8,0
SHP108278,2024-06-18,WH-JBP,Jabalpur,ST-005,Indore,201.6,389.8,Mini Truck,4488.47,4602.91,22.83,12.1,17.9,0
SHP106196,2024-11-26,WH-GWL,Gwalior,ST-016,Chhindwara,592.9,266.5,LCV,21474.84,22708.53,38.3,20.8,21.2,1
SHP102726,2024-05-10,WH-IND,Indore,ST-016,Chhindwara,294.2,416.8,LCV,10376.01,10750.55,36.54,11.4,11.8,1
SHP101926,2024-09-01,WH-GWL,Gwalior,ST-020,Ratlam,715.5,707.0,LCV,30176.98,33051.52,46.19,28.2,43.2,0
SHP105635,2024-06-01,WH-JBP,Jabalpur,ST-018,Satna,287.1,200.8,Medium Truck,17150.04,17680.14,61.58,14.6,19.8,0
SHP102016,2024-07-06,WH-GWL,Gwalior,ST-029,Bhopal,394.3,259.3,LCV,16085.93,16483.86,41.81,18.3,15.9,1
SHP106641,2024-07-13,WH-JBP,Jabalpur,ST-013,Khandwa,218.5,900.7,Medium Truck,13203.82,13947.25,63.83,12.7,11.1,1
SHP107629,2024-08-09,WH-JBP,Jabalpur,ST-011,Bhopal,402.1,155.6,Medium Truck,26154.38,27983.47,69.59,15.1,18.5,0
SHP106597,2024-11-04,WH-GWL,Gwalior,ST-040,Gwalior,200.1,103.6,LCV,8029.3,8291.01,41.43,10.3,11.7,0
SHP103059,2024-04-23,WH-BPL,Bhopal,ST-031,Jabalpur,86.5,476.0,Medium Truck,5772.25,5844.15,67.56,6.3,5.9,1
SHP107480,2024-08-13,WH-BPL,Bhopal,ST-008,Burhanpur,311.2,796.7,Medium Truck,21488.42,21843.83,70.19,12.0,11.8,1
SHP104319,2024-12-22,WH-GWL,Gwalior,ST-027,Chhindwara,600.3,554.4,Medium Truck,35400.77,36120.07,60.17,23.4,26.0,0
SHP100770,2024-06-09,WH-JBP,Jabalpur,ST-034,Satna,558.0,499.5,LCV,20635.53,22480.69,40.29,23.2,35.8,0
SHP107203,2024-12-22,WH-GWL,Gwalior,ST-029,Bhopal,400.9,1075.9,LCV,15168.98,16714.84,41.69,17.0,14.4,1
SHP105966,2024-08-26,WH-JBP,Jabalpur,ST-010,Khandwa,408.7,218.2,LCV,17301.88,17778.48,43.5,15.4,12.8,1
SHP105306,2024-05-12,WH-GWL,Gwalior,ST-021,Ratlam,283.0,122.4,LCV,11571.0,12477.4,44.09,14.8,16.4,0
SHP100937,2024-06-07,WH-JBP,Jabalpur,ST-021,Ratlam,210.7,766.5,LCV,8679.42,9471.85,44.95,8.8,12.1,0
SHP107253,2024-04-17,WH-JBP,Jabalpur,ST-012,Chhindwara,624.2,593.7,Mini Truck,13992.38,14732.65,23.6,23.7,34.8,0
SHP102107,2024-04-14,WH-GWL,Gwalior,ST-004,Jabalpur,576.1,390.9,Mini Truck,15499.3,16213.62,28.14,21.3,31.0,0
SHP108055,2024-10-17,WH-GWL,Gwalior,ST-016,Chhindwara,546.4,513.0,Medium Truck,34533.03,35970.68,65.83,22.9,18.3,1
SHP100816,2024-04-21,WH-IND,Indore,ST-029,Bhopal,422.7,382.5,Medium Truck,22374.51,23730.5,56.14,18.5,27.1,0
SHP100823,2024-12-25,WH-GWL,Gwalior,ST-037,Gwalior,307.6,1467.9,LCV,12447.32,13680.12,44.47,15.0,21.4,0
SHP108091,2024-09-13,WH-JBP,Jabalpur,ST-037,Gwalior,649.8,280.5,Mini Truck,17858.67,19465.91,29.96,24.8,36.9,0
SHP100089,2024-09-26,WH-GWL,Gwalior,ST-033,Indore,460.4,567.3,LCV,16642.64,16651.76,36.17,20.0,29.1,0
SHP103428,2024-10-01,WH-BPL,Bhopal,ST-014,Bhopal,246.6,20.0,Mini Truck,6421.05,6704.76,27.19,10.3,8.8,1
SHP102111,2024-06-14,WH-BPL,Bhopal,ST-036,Satna,484.8,478.8,Mini Truck,11510.89,12437.03,25.65,19.4,25.4,0
SHP107158,2024-10-26,WH-GWL,Gwalior,ST-024,Vidisha,625.7,156.7,Mini Truck,16705.71,17901.96,28.61,22.0,27.5,0
SHP105457,2024-11-08,WH-BPL,Bhopal,ST-039,Indore,113.9,622.3,Mini Truck,2861.58,2978.35,26.15,7.3,6.2,1
SHP105611,2024-05-28,WH-GWL,Gwalior,ST-007,Indore,423.2,301.1,Mini Truck,8940.11,9834.03,23.24,17.8,16.6,1
SHP104088,2024-11-04,WH-JBP,Jabalpur,ST-023,Vidisha,762.6,796.1,Medium Truck,40754.9,44633.37,58.53,29.3,31.5,0
SHP103517,2024-10-12,WH-IND,Indore,ST-024,Vidisha,212.8,756.2,Medium Truck,12644.65,12858.51,60.43,10.5,11.2,0
SHP106727,2024-12-13,WH-BPL,Bhopal,ST-039,Indore,124.9,318.5,Medium Truck,6606.59,7336.19,58.74,8.8,13.5,0
SHP100851,2024-04-01,WH-GWL,Gwalior,ST-030,Sagar,242.0,335.2,Medium Truck,14666.78,15188.7,62.76,13.0,18.8,0
SHP101419,2024-06-13,WH-JBP,Jabalpur,ST-020,Ratlam,500.9,215.4,Mini Truck,14660.33,14921.13,29.79,18.9,17.8,1
SHP105967,2024-06-27,WH-JBP,Jabalpur,ST-019,Jabalpur,684.0,210.0,LCV,27611.88,28111.52,41.1,24.1,31.6,0
SHP106881,2024-11-30,WH-BPL,Bhopal,ST-028,Ujjain,360.6,362.9,Mini Truck,9258.7,9405.62,26.08,14.5,21.2,0
SHP106241,2024-12-09,WH-IND,Indore,ST-016,Chhindwara,303.2,531.1,Mini Truck,7209.42,7548.04,24.89,14.0,21.0,0
SHP100512,2024-06-12,WH-BPL,Bhopal,ST-020,Ratlam,278.6,803.4,Medium Truck,14849.59,15757.62,56.56,13.2,12.7,1
SHP102021,2024-06-14,WH-BPL,Bhopal,ST-014,Bhopal,265.8,129.7,LCV,11105.3,11550.25,43.45,13.8,18.5,0
SHP108004,2024-05-24,WH-GWL,Gwalior,ST-006,Burhanpur,592.8,776.9,LCV,23463.64,23913.28,40.34,21.0,25.4,0
SHP103513,2024-05-06,WH-BPL,Bhopal,ST-002,Ratlam,456.1,308.8,Medium Truck,29928.07,31438.89,68.93,17.2,21.1,0
SHP104133,2024-11-29,WH-GWL,Gwalior,ST-040,Gwalior,191.7,216.5,Medium Truck,13200.85,13204.62,68.88,10.6,12.7,0
SHP105359,2025-01-14,WH-GWL,Gwalior,ST-037,Gwalior,308.1,362.0,Mini Truck,8291.59,8583.73,27.86,12.3,19.5,0
SHP101035,2024-12-09,WH-GWL,Gwalior,ST-001,Gwalior,856.1,376.9,LCV,32699.5,35572.04,41.55,31.7,46.7,0
SHP100286,2024-04-20,WH-BPL,Bhopal,ST-031,Jabalpur,91.9,945.1,Medium Truck,4833.26,5204.63,56.63,5.9,6.5,0
SHP107957,2024-12-01,WH-BPL,Bhopal,ST-021,Ratlam,316.2,166.2,LCV,12669.71,13019.16,41.17,13.0,12.5,1
SHP103955,2024-04-30,WH-BPL,Bhopal,ST-012,Chhindwara,355.2,796.5,LCV,15757.75,16054.65,45.2,17.0,16.1,1
SHP107038,2024-11-18,WH-JBP,Jabalpur,ST-022,Bhopal,777.4,20.0,Mini Truck,21101.13,23285.58,29.95,29.1,32.5,0
SHP103168,2024-07-27,WH-GWL,Gwalior,ST-026,Satna,261.1,593.8,Mini Truck,6671.75,7376.95,28.25,10.2,12.5,0
SHP101611,2024-07-06,WH-IND,Indore,ST-037,Gwalior,432.7,214.4,Medium Truck,26709.56,26736.44,61.79,18.8,16.8,1
SHP107817,2024-07-15,WH-JBP,Jabalpur,ST-025,Mandsaur,718.9,248.3,Mini Truck,15580.55,17208.26,23.94,25.3,31.0,0
SHP106763,2025-01-19,WH-BPL,Bhopal,ST-031,Jabalpur,88.5,233.0,LCV,2968.91,3256.47,36.8,5.4,8.0,0
SHP106689,2024-11-03,WH-IND,Indore,ST-010,Khandwa,504.3,539.6,Mini Truck,11145.38,11644.63,23.09,19.1,19.0,1
SHP102172,2024-11-28,WH-JBP,Jabalpur,ST-003,Jabalpur,765.5,275.5,Mini Truck,18981.04,20087.95,26.24,28.6,44.3,0
SHP106908,2024-10-24,WH-BPL,Bhopal,ST-014,Bhopal,276.1,274.6,Medium Truck,17553.33,18430.27,66.75,12.6,16.4,0
SHP107573,2024-07-11,WH-IND,Indore,ST-037,Gwalior,415.6,255.0,Medium Truck,26206.65,28877.67,69.48,17.2,18.2,0
SHP107491,2025-01-04,WH-BPL,Bhopal,ST-005,Indore,165.6,116.1,LCV,5981.49,6008.94,36.29,10.5,9.0,1
SHP102022,2024-08-03,WH-IND,Indore,ST-035,Rewa,156.4,567.6,LCV,6481.95,6844.53,43.76,10.8,12.7,0
SHP105958,2024-04-08,WH-BPL,Bhopal,ST-010,Khandwa,341.5,129.6,Medium Truck,21354.63,21941.06,64.25,14.9,18.8,0
SHP107247,2024-11-02,WH-JBP,Jabalpur,ST-021,Ratlam,214.0,289.1,LCV,7697.44,8472.56,39.59,9.5,12.2,0
SHP101206,2024-05-18,WH-GWL,Gwalior,ST-025,Mandsaur,745.6,173.4,Medium Truck,41866.03,42167.29,56.55,26.5,29.1,0
SHP102912,2024-09-28,WH-GWL,Gwalior,ST-010,Khandwa,95.0,73.7,Mini Truck,2558.86,2805.23,29.53,8.2,9.0,0
SHP103688,2024-05-22,WH-GWL,Gwalior,ST-040,Gwalior,201.6,1010.1,LCV,8337.55,8452.9,41.93,9.7,10.9,0
SHP100547,2024-10-17,WH-GWL,Gwalior,ST-026,Satna,231.9,427.5,Mini Truck,5318.48,5502.94,23.73,10.9,15.2,0
SHP107139,2024-11-26,WH-IND,Indore,ST-028,Ujjain,186.3,398.8,Mini Truck,4457.57,4611.69,24.75,7.9,8.9,0
SHP105405,2024-06-07,WH-JBP,Jabalpur,ST-040,Gwalior,430.9,376.2,LCV,18683.73,18834.04,43.71,15.7,17.0,0
SHP105461,2024-06-28,WH-BPL,Bhopal,ST-006,Burhanpur,206.0,670.6,Mini Truck,5813.93,6110.64,29.66,10.4,15.8,0
SHP104455,2024-09-07,WH-BPL,Bhopal,ST-039,Indore,117.9,344.5,Medium Truck,7276.95,8036.8,68.17,8.4,7.9,1
SHP102051,2024-05-13,WH-JBP,Jabalpur,ST-029,Bhopal,731.2,834.8,Medium Truck,48344.66,49187.35,67.27,27.4,28.4,1
SHP108191,2024-04-28,WH-JBP,Jabalpur,ST-035,Rewa,409.6,763.7,LCV,18088.75,18228.97,44.5,16.1,23.4,0
SHP100380,2024-06-29,WH-JBP,Jabalpur,ST-009,Vidisha,546.2,301.7,LCV,22597.43,24399.97,44.67,19.1,17.0,1
SHP102384,2024-05-14,WH-IND,Indore,ST-039,Indore,236.5,347.0,Mini Truck,5315.25,5686.48,24.04,11.6,15.1,0
SHP100189,2024-11-20,WH-GWL,Gwalior,ST-005,Indore,352.1,172.3,LCV,14818.5,15399.5,43.74,14.2,12.3,1
SHP106646,2024-05-10,WH-GWL,Gwalior,ST-038,Dewas,657.3,428.7,LCV,23682.19,24462.72,37.22,25.9,39.4,0
SHP107558,2024-06-20,WH-IND,Indore,ST-007,Indore,331.9,692.4,Medium Truck,23658.65,24053.94,72.47,15.5,18.0,0
SHP106622,2024-12-02,WH-JBP,Jabalpur,ST-032,Mandsaur,82.7,391.1,LCV,2987.53,3275.88,39.61,6.0,8.5,0
SHP101458,2024-04-06,WH-BPL,Bhopal,ST-006,Burhanpur,203.5,528.6,Mini Truck,5006.34,5292.76,26.01,11.5,17.4,0
SHP105621,2024-07-06,WH-BPL,Bhopal,ST-032,Mandsaur,371.6,193.5,LCV,15058.28,15496.26,41.7,16.9,21.1,0
SHP103438,2024-06-05,WH-BPL,Bhopal,ST-037,Gwalior,379.7,640.7,Mini Truck,11033.84,11189.76,29.47,16.8,13.6,1
SHP101514,2024-11-18,WH-BPL,Bhopal,ST-015,Jabalpur,430.2,1082.1,LCV,14328.52,15164.29,35.25,17.6,17.8,1
SHP101519,2025-01-17,WH-GWL,Gwalior,ST-037,Gwalior,294.1,230.2,Mini Truck,7507.17,7518.25,25.56,12.8,20.1,0
SHP106761,2024-11-06,WH-BPL,Bhopal,ST-014,Bhopal,257.3,406.4,LCV,10043.77,10177.52,39.56,12.0,11.4,1
SHP106746,2024-12-02,WH-BPL,Bhopal,ST-035,Rewa,64.5,1319.8,Medium Truck,4252.22,4382.07,67.94,4.1,6.3,0
SHP104191,2024-04-20,WH-JBP,Jabalpur,ST-011,Bhopal,365.1,171.5,LCV,14849.22,15917.03,43.6,15.0,13.3,1
SHP100208,2024-07-25,WH-GWL,Gwalior,ST-023,Vidisha,665.7,298.2,Mini Truck,17845.77,19150.46,28.77,26.0,32.8,0
SHP101619,2024-12-21,WH-BPL,Bhopal,ST-010,Khandwa,322.1,360.7,Mini Truck,7700.68,7948.51,24.68,15.2,17.7,0
SHP101796,2024-06-29,WH-BPL,Bhopal,ST-021,Ratlam,316.4,623.5,Medium Truck,17735.45,18904.49,59.75,14.9,19.0,0
SHP101927,2024-11-09,WH-BPL,Bhopal,ST-005,Indore,170.1,805.3,Medium Truck,10593.92,11526.07,67.76,8.3,12.8,0
SHP102962,2024-06-14,WH-GWL,Gwalior,ST-023,Vidisha,692.9,261.3,LCV,25235.93,27441.46,39.6,27.2,35.8,0
SHP106805,2024-12-17,WH-JBP,Jabalpur,ST-015,Jabalpur,327.0,373.9,Mini Truck,7592.95,7913.32,24.2,12.8,13.0,1
SHP103896,2024-04-12,WH-JBP,Jabalpur,ST-006,Burhanpur,333.1,154.9,LCV,13280.9,14058.83,42.21,12.6,14.8,0
SHP107256,2024-08-20,WH-GWL,Gwalior,ST-030,Sagar,221.2,180.3,LCV,7675.43,8356.03,37.78,10.6,16.8,0
SHP102247,2024-11-14,WH-BPL,Bhopal,ST-017,Khandwa,276.0,409.5,Medium Truck,16100.83,16602.61,60.15,11.6,12.4,0
SHP105063,2024-06-20,WH-IND,Indore,ST-040,Gwalior,637.4,295.6,Mini Truck,16377.42,17963.94,28.18,22.1,26.9,0
SHP104293,2024-12-11,WH-GWL,Gwalior,ST-038,Dewas,720.4,652.6,Mini Truck,18448.36,20182.59,28.02,27.2,23.9,1
SHP106753,2024-07-27,WH-BPL,Bhopal,ST-020,Ratlam,290.4,217.8,Mini Truck,6827.93,6852.55,23.6,12.1,10.6,1
SHP107689,2024-08-01,WH-BPL,Bhopal,ST-035,Rewa,63.4,445.1,Mini Truck,1346.3,1455.19,22.95,4.3,4.7,0
SHP106361,2024-11-04,WH-IND,Indore,ST-036,Satna,672.6,453.3,Medium Truck,43876.26,46454.53,69.07,23.6,27.7,0
SHP102695,2024-09-20,WH-GWL,Gwalior,ST-034,Satna,311.0,373.4,LCV,12455.71,12461.09,40.07,12.5,13.9,0
SHP106738,2024-05-16,WH-JBP,Jabalpur,ST-001,Gwalior,657.6,648.7,Medium Truck,41509.86,45795.95,69.64,23.6,30.6,0
SHP103770,2024-09-13,WH-JBP,Jabalpur,ST-015,Jabalpur,328.8,165.2,Mini Truck,7854.15,8301.83,25.25,13.5,16.3,0
SHP103482,2024-05-01,WH-IND,Indore,ST-032,Mandsaur,601.5,616.8,LCV,21860.02,22718.04,37.77,21.7,22.1,1
SHP104725,2024-11-20,WH-BPL,Bhopal,ST-040,Gwalior,470.9,360.6,Medium Truck,26059.54,28159.77,59.8,18.4,17.6,1
SHP100098,2024-11-14,WH-IND,Indore,ST-021,Ratlam,544.0,148.8,LCV,21810.19,21814.22,40.1,21.9,20.4,1
SHP102603,2025-01-06,WH-GWL,Gwalior,ST-002,Ratlam,811.6,301.1,Mini Truck,20513.74,21047.62,25.93,29.9,30.0,1
SHP102170,2024-06-23,WH-IND,Indore,ST-035,Rewa,138.1,1030.1,Medium Truck,8183.96,9075.87,65.72,6.9,10.2,0
SHP107636,2024-05-04,WH-JBP,Jabalpur,ST-002,Ratlam,770.5,360.25,LCV,34306.09,34755.49,45.11,27.8,25.8,1
SHP100150,2024-10-21,WH-JBP,Jabalpur,ST-004,Jabalpur,370.2,616.0,Mini Truck,9851.96,10676.0,28.84,14.9,21.1,0
SHP101347,2024-05-02,WH-IND,Indore,ST-011,Bhopal,358.6,157.1,LCV,12147.97,12760.36,35.58,14.8,18.4,0
SHP100581,2024-08-22,WH-IND,Indore,ST-007,Indore,337.1,775.3,LCV,11357.01,12448.63,36.93,16.3,24.8,0
SHP102613,2024-09-27,WH-IND,Indore,ST-014,Bhopal,466.1,364.3,Mini Truck,11051.92,11938.51,25.61,20.2,21.3,0
SHP101126,2024-05-08,WH-IND,Indore,ST-010,Khandwa,499.8,290.6,LCV,19246.89,21113.92,42.24,20.0,30.1,0
SHP105891,2024-12-24,WH-BPL,Bhopal,ST-027,Chhindwara,402.4,481.2,LCV,16373.15,16530.13,41.08,14.7,12.8,1
SHP101965,2024-05-27,WH-GWL,Gwalior,ST-016,Chhindwara,559.6,327.3,LCV,21043.37,21949.53,39.22,20.4,17.5,1
SHP100221,2024-06-03,WH-IND,Indore,ST-024,Vidisha,228.7,1213.5,Medium Truck,14011.64,14067.18,61.51,11.0,12.3,0
SHP102069,2024-06-09,WH-GWL,Gwalior,ST-008,Burhanpur,693.7,101.6,Mini Truck,20646.78,20717.04,29.86,25.3,36.5,0
SHP107020,2024-04-23,WH-JBP,Jabalpur,ST-015,Jabalpur,321.9,723.2,Medium Truck,20918.59,21069.7,65.45,15.9,22.9,0
SHP100234,2024-07-06,WH-JBP,Jabalpur,ST-028,Ujjain,733.2,308.6,Mini Truck,17064.89,18526.26,25.27,28.5,31.0,0
SHP103540,2024-12-08,WH-GWL,Gwalior,ST-034,Satna,280.3,77.0,Medium Truck,17308.76,18463.98,65.87,11.6,9.9,1
SHP103411,2024-04-22,WH-BPL,Bhopal,ST-009,Vidisha,333.7,599.1,Mini Truck,9139.63,9295.58,27.86,14.7,14.3,1
SHP100019,2024-11-13,WH-IND,Indore,ST-020,Ratlam,182.8,137.2,LCV,7856.21,8019.79,43.87,10.1,10.7,0
SHP100140,2024-10-12,WH-BPL,Bhopal,ST-039,Indore,123.6,199.9,LCV,5534.43,5600.06,45.31,8.1,11.5,0
SHP103768,2024-04-03,WH-GWL,Gwalior,ST-007,Indore,404.9,152.5,Medium Truck,25711.41,27905.23,68.92,18.4,26.9,0
SHP100847,2024-09-13,WH-IND,Indore,ST-025,Mandsaur,239.0,360.25,LCV,10398.69,10924.58,45.71,10.6,14.0,0
SHP106876,2024-08-04,WH-BPL,Bhopal,ST-018,Satna,227.2,668.8,Medium Truck,14734.42,15614.5,68.73,11.9,18.3,0
SHP105630,2024-08-20,WH-BPL,Bhopal,ST-021,Ratlam,327.4,172.1,LCV,12844.11,13851.47,42.31,12.6,19.7,0
SHP105269,2024-09-03,WH-GWL,Gwalior,ST-039,Indore,298.2,492.1,Medium Truck,19756.61,21306.76,71.45,15.2,22.4,0
SHP101340,2024-05-30,WH-JBP,Jabalpur,ST-016,Chhindwara,288.4,218.7,Medium Truck,15835.32,16530.33,57.32,13.4,21.0,0
SHP104464,2024-09-19,WH-JBP,Jabalpur,ST-035,Rewa,402.1,397.2,LCV,17582.46,18288.18,45.48,14.8,13.7,1
SHP102391,2024-11-01,WH-GWL,Gwalior,ST-017,Khandwa,753.4,134.7,LCV,30620.19,31130.96,41.32,28.3,37.9,0
SHP107109,2024-07-19,WH-JBP,Jabalpur,ST-036,Satna,474.4,117.3,Medium Truck,32356.38,32634.94,68.79,20.1,29.8,0
SHP100365,2024-09-07,WH-BPL,Bhopal,ST-039,Indore,127.2,298.6,Medium Truck,8836.09,8859.41,69.65,8.8,11.4,0
SHP104630,2024-09-19,WH-BPL,Bhopal,ST-002,Ratlam,413.8,608.0,Mini Truck,9347.38,9895.56,23.91,16.4,14.3,1
SHP105061,2024-11-01,WH-BPL,Bhopal,ST-020,Ratlam,277.9,313.1,Medium Truck,17771.26,18314.72,65.9,13.7,11.4,1
SHP101003,2024-12-12,WH-BPL,Bhopal,ST-015,Jabalpur,454.9,316.0,LCV,17062.38,18430.59,40.52,17.5,21.1,0
SHP102064,2024-08-08,WH-BPL,Bhopal,ST-038,Dewas,311.0,594.3,LCV,13428.18,14240.18,45.79,13.6,16.8,0
SHP105498,2024-11-28,WH-GWL,Gwalior,ST-022,Bhopal,834.7,159.6,LCV,32317.32,33678.36,40.35,31.6,39.0,0
SHP107069,2024-06-04,WH-BPL,Bhopal,ST-032,Mandsaur,390.3,134.3,LCV,17332.7,18005.46,46.13,17.9,25.7,0
SHP105973,2024-07-02,WH-BPL,Bhopal,ST-015,Jabalpur,464.1,203.5,LCV,15833.15,16842.92,36.29,19.3,25.9,0
SHP103579,2024-07-12,WH-GWL,Gwalior,ST-009,Vidisha,687.1,117.9,Mini Truck,16007.84,17265.44,25.13,24.4,20.0,1
SHP107563,2024-12-06,WH-BPL,Bhopal,ST-027,Chhindwara,374.4,24.9,Medium Truck,24630.61,27105.1,72.4,15.5,20.8,0
SHP106084,2024-09-25,WH-BPL,Bhopal,ST-039,Indore,117.2,211.1,Medium Truck,7102.64,7561.22,64.52,8.6,12.6,0
SHP106188,2024-10-22,WH-IND,Indore,ST-006,Burhanpur,279.0,766.7,LCV,10240.89,10481.31,37.57,13.4,12.0,1
SHP101460,2024-09-14,WH-JBP,Jabalpur,ST-017,Khandwa,491.7,836.2,Medium Truck,30620.07,32361.04,65.81,19.8,31.5,0
SHP105038,2024-08-21,WH-JBP,Jabalpur,ST-037,Gwalior,585.7,221.5,LCV,23296.84,25107.62,42.87,23.1,21.0,1
SHP100425,2024-08-20,WH-IND,Indore,ST-019,Jabalpur,218.0,56.2,LCV,9301.09,9856.96,45.22,11.4,9.4,1
SHP106089,2024-12-13,WH-IND,Indore,ST-007,Indore,317.8,184.1,Medium Truck,19192.67,19868.58,62.52,12.3,13.1,0
SHP106401,2025-01-01,WH-GWL,Gwalior,ST-040,Gwalior,199.8,204.2,Mini Truck,5505.16,5934.2,29.7,9.2,11.2,0
SHP103061,2024-06-12,WH-JBP,Jabalpur,ST-006,Burhanpur,359.2,183.9,Mini Truck,8758.71,9557.89,26.61,14.6,12.9,1
SHP103193,2024-09-12,WH-IND,Indore,ST-029,Bhopal,424.6,343.3,LCV,16402.71,17028.88,40.11,16.6,13.3,1
SHP104715,2024-09-10,WH-IND,Indore,ST-008,Burhanpur,105.4,301.1,Mini Truck,2381.59,2430.64,23.06,6.7,9.9,0
SHP103749,2024-10-17,WH-GWL,Gwalior,ST-021,Ratlam,284.3,290.2,LCV,10145.56,10364.23,36.46,11.7,13.0,0
SHP103336,2024-11-20,WH-GWL,Gwalior,ST-001,Gwalior,895.0,475.3,Medium Truck,50117.2,51411.68,57.44,30.4,40.2,0
SHP102243,2024-05-24,WH-BPL,Bhopal,ST-018,Satna,253.1,386.2,LCV,9820.93,10689.11,42.23,11.2,13.7,0
SHP100039,2025-01-17,WH-BPL,Bhopal,ST-034,Satna,293.3,292.4,LCV,10384.15,11277.57,38.45,13.5,15.4,0
SHP101114,2024-10-19,WH-BPL,Bhopal,ST-022,Bhopal,479.7,673.9,LCV,17540.78,18199.04,37.94,20.7,23.1,0
SHP106692,2024-09-13,WH-JBP,Jabalpur,ST-010,Khandwa,444.7,717.0,LCV,16966.87,17921.69,40.3,17.4,19.1,0
SHP102551,2024-09-11,WH-GWL,Gwalior,ST-003,Jabalpur,630.7,360.25,LCV,25785.18,27989.48,44.38,25.1,30.6,0
SHP107926,2024-06-16,WH-IND,Indore,ST-008,Burhanpur,111.3,110.1,LCV,4869.97,4937.65,44.36,7.5,6.9,1
SHP101566,2024-09-30,WH-GWL,Gwalior,ST-011,Bhopal,189.7,1018.2,LCV,6989.34,7184.08,37.87,9.5,13.7,0
SHP100578,2024-09-12,WH-GWL,Gwalior,ST-033,Indore,481.1,200.7,Mini Truck,10239.35,10979.92,22.82,19.6,30.4,0
SHP105813,2024-05-19,WH-IND,Indore,ST-040,Gwalior,710.4,510.0,LCV,25470.31,26778.07,37.69,26.6,34.7,0
SHP102530,2024-09-03,WH-IND,Indore,ST-014,Bhopal,481.3,339.5,LCV,18882.47,18974.2,39.42,18.0,23.8,0
SHP106698,2024-10-17,WH-IND,Indore,ST-014,Bhopal,436.4,883.4,LCV,18237.66,18856.81,43.21,18.2,18.4,1
SHP104467,2024-10-02,WH-JBP,Jabalpur,ST-023,Vidisha,706.0,138.2,Mini Truck,18325.6,18490.47,26.19,24.2,35.7,0
SHP105216,2024-08-27,WH-IND,Indore,ST-015,Jabalpur,647.4,552.9,LCV,22375.27,22776.67,35.18,24.5,32.3,0
SHP108118,2024-09-09,WH-BPL,Bhopal,ST-009,Vidisha,319.9,223.1,Medium Truck,16392.46,17970.2,56.17,15.9,13.0,1
SHP104253,2024-11-08,WH-BPL,Bhopal,ST-040,Gwalior,497.3,644.7,LCV,21472.21,22925.64,46.1,20.0,21.3,0
SHP103443,2024-04-01,WH-JBP,Jabalpur,ST-013,Khandwa,215.4,119.3,Mini Truck,5947.11,6238.1,28.96,10.5,14.8,0
SHP107009,2024-06-05,WH-IND,Indore,ST-015,Jabalpur,579.8,360.6,Medium Truck,35270.76,37571.06,64.8,23.5,27.0,0
SHP104605,2024-10-04,WH-GWL,Gwalior,ST-007,Indore,443.6,251.7,Mini Truck,11486.8,11498.84,25.92,18.0,20.3,0
SHP104421,2024-09-09,WH-BPL,Bhopal,ST-024,Vidisha,212.2,264.8,Mini Truck,5747.34,6138.75,28.93,12.3,14.8,0
SHP101343,2024-11-30,WH-GWL,Gwalior,ST-020,Ratlam,736.6,584.1,Medium Truck,46792.2,51630.33,70.09,25.1,25.5,1
SHP100550,2025-01-17,WH-GWL,Gwalior,ST-016,Chhindwara,534.2,780.3,Medium Truck,30853.05,33689.97,63.07,22.3,21.1,1
SHP101412,2024-08-07,WH-JBP,Jabalpur,ST-027,Chhindwara,93.8,637.6,LCV,3429.17,3631.97,38.72,8.7,11.2,0
SHP106217,2024-04-14,WH-JBP,Jabalpur,ST-037,Gwalior,652.1,360.6,Medium Truck,43016.91,44457.42,68.18,22.8,32.6,0
SHP100894,2024-08-18,WH-JBP,Jabalpur,ST-028,Ujjain,710.3,351.4,Medium Truck,49028.84,49812.72,70.13,26.7,25.7,1
SHP101487,2024-08-28,WH-GWL,Gwalior,ST-027,Chhindwara,608.5,144.0,Mini Truck,15422.09,15722.62,25.84,23.8,34.1,0
